content,channelName,title
广州3月18日电 (许青青 范敏玲)18日，科学城(广州)绿色融资担保有限公司揭牌暨银企担签约仪式在广州举行。据悉，该公司是广东首家绿色融资担保机构，也是国家级经济技术开发区中首家绿色融资担保机构。据介绍，科学城绿色担保公司(以下简称“科学城担保”)由黄埔区、广州开发区属国有企业科学城(广州)投资集团有限公司(以下简称“科学城集团”)设立的全资子公司。将重点突出绿色定位，持续加大对绿色中小微企业的支持力度，着力解决中小微企业“三农”融资难、融资贵问题，引导金融活水流向普惠金融和绿色金融领域。今年全国两会上，“碳达峰”“碳中和”首次写入《政府工作报告》。在碳达峰、碳中和目标下，中国经济结构、能源结构、产业结构等面临深度低碳转型，市场上存在庞大资金需求。融资担保公司作为普惠金融、绿色金融的重要引资环节，在提供普惠绿色担保服务同时，助力企业发展转型升级，促进绿色可持续发展。科学城担保将紧贴黄埔区、广州开发区产业政策导向和产业发展背景，以新一代信息技术、新能源、新材料等领域的中小微企业为主要服务对象，积极开展绿色金融担保、知识产权担保、供应链融资担保、政策性风险分担业务，同时为经认定的绿色企业开辟绿色担保通道，为优质企业提供绿色认定等增值服务。其中，绿色担保和知识产权担保将作为特色经营业务，推动科学城担保差异化经营、错位发展。当天活动还分别举行了科学城担保与银行机构、合作企业、合作服务机构的签约仪式。据悉，作为国家绿色产业示范基地、广州市首个国家生态文明建设示范区，黄埔区、广州开发区紧紧依托雄厚的产业基础，从政策出台、标准制定、产品创新、绿色认证、系统建设、宣传培训等多方面大力推进绿色金融创新发展。该区出台了全国力度最大的地方绿色金融政策，发行全国首批、粤港澳大湾区首笔碳中和债，落地广东省首个排污权质押融资项目，绿色信贷余额和绿色保险保费位居广州市前列，为加快建立健全绿色低碳循环发展经济体系营造最优金融生态。(完),科技,广东首家绿色融资担保机构揭牌
编者按 3月15日，习近平总书记主持召开中央财经委员会第九次会议，研究实现碳达峰、碳中和的基本思路和主要举措。核电因其清洁、高效、灵活的特性，被作为绿色低碳能源体系中重要一员受到高度关注。据此，本报推出系列报道，解析核能核电的方方面面。在现有的科学框架内，可控核聚变可以说是人类的终极能源，取之不尽、用之不竭，同时具有清洁、安全、环保的优点，对人类社会的影响不亚于又一场工业革命。——李正宏 中国工程物理研究院核物理与化学研究所研究员3月13日，中国自主三代核电技术“华龙一号”福清6号机组应急柴油发电机组启动成功；此前，“华龙一号”全球首堆中核集团福清核电5号机组正式投入商业运行，这标志着我国打破了国外核电技术垄断，正式进入核电技术先进国家行列。从小小的原子核中迸发出的能量被人类寄予厚望。这种能量从何而来？它与核武器中爆发出的能量有何异同？在将它变成人类终极能源之前，我们还要迈过哪些技术难关？对此，科技日报记者采访了相关专家。核电与核武器“师出同源”提起核能，很多人的第一反应是威力巨大的核武器。“核武器主要分为核裂变武器与热核武器两种，其中核裂变武器俗称原子弹，而热核武器俗称氢弹。”中国工程物理研究院(以下简称中物院)核物理与化学研究所李正宏研究员介绍，相比于氢弹，原子弹采用的核裂变反应的引发较为容易，只需要达到临界质量即可。氢弹的能量主要来自于轻核材料的原子核聚变，这种轻核材料是氢的同位素氘和氚。李正宏说：“相比于核裂变，核聚变反应需要极高的温度、压力才能引发。热核武器的技术难度远大于核裂变武器，威力也相当惊人，苏联设计的大伊万氢弹的核爆当量达到了5800万吨，是广岛原子弹的3800多倍。”可以看出，氢弹的威力远大于原子弹。这是否与核裂变和核聚变截然不同的原理有关？作为一种特殊的武器装备，核武器的反应原理不会像一颗子弹那么简单。中物院核物理与化学研究所黄洪文研究员介绍，在核裂变反应中，重核原子(如铀-235)经中子撞击后，裂变成为两个较轻的原子，同时释放出数个中子。释放出的中子再去撞击其它的重核原子，从而形成连锁反应，使得裂变反应持续进行。而在裂变反应中，通过吸收多余中子，维持中子数量平衡，裂变反应的速度能够得到控制，核裂变能就可以稳定释放。目前核电站采用的就是这种技术，“华龙一号”即为其代表。黄洪文指出，与裂变反应不同的是，在聚变反应中，两个较轻的原子核直接碰撞、结合，形成一个较重的核(可能伴随形成一个极轻的核)。聚变反应的维持非常困难。李正宏进一步解释，由于原子核都带有正电荷，只能利用极高的温度、压力才能克服原子核之间巨大的核力使得轻核结合。“在核聚变的引发和维持都非常困难的条件下，目前只有氢弹实现了聚变能量释放，而能够实现能量增益的可控核聚变仍在持续研究中。”简单来说，可控核聚变是指合理地控制核聚变的速度和规模，实现持续、平稳的能量输出。那么如何才能满足聚变反应的多个条件？李正宏介绍，首先必须提高物质的温度，使原子核和电子分开，处于这种状态的物质称为等离子体，然后适当地控制等离子体的温度、密度和封闭时间(维持时间)。“这三项条件缺一不可，这其中等离子体的温度需达到约1亿摄氏度。这种高温等离子的产生、维持以及与之相关的一系列工程问题也是目前可控核聚变实现的主要难点。”李正宏说。通过控制反应速度，令人闻之色变的核能可以摇身一变，成为具有广阔应用前景的新能源，服务于生活。如今，作为一种清洁无污染的高效能源，核能早已成为太阳能、风能、地热能、水能等受地域限制极为明显的能源的重要补充，显示出强大的生命力。通过核裂变反应进行的新型第三代、第四代核电站在安全性、经济性等诸多方面取得了长足进步。在核裂变发电已经取得良好应用成果的前提下，发展可控核聚变技术更是显得困难重重，那么，研究可控核聚变的意义又在哪里？可控核聚变反应的原料可直接取自海水，来源几乎取之不尽；其安全性是核裂变反应堆无法相比的，只要不维持对等离子体的约束，聚变反应便会自动停止；核聚变产生的核废料半衰期极短，因而核泄漏时总危害很低，其厂外只需将一公里内的居民应急撤离，事故后短时间内环境即可恢复正常。“不仅如此，可控核聚变也是一种优质中子源，借此可以触发核裂变。利用中子源触发核裂变反应称为次临界核裂变，次临界核裂变不但安全性接近核聚变，且技术难度较纯核聚变发电低，还可以处理核裂变发电生成的核废料，使其半衰期由数万年缩短为数百年。”李正宏说。相关专家表示，关于可控核聚变的研究争议有几个方面。有人认为其研制周期长、耗资巨大，因此在石化能源充沛，太阳能、风能等新能源发展迅猛的当代难以产生经济效益。目前在建的最大的实验型聚变装置为法国南部的国际热核聚变反应堆(ITER)。其项目的工程设计开始于1992年，随后受设计变更、成员国变更等因素影响，直至去年7月28日才开始其托卡马克装置的安装工程，引发了很多对可控核聚变的争议。“我国对可控核聚变的研究始于上世纪50年代，老一辈核物理学家倡导开展‘可控热核反应’研究以来，中国核聚变研究沿着磁约束聚变和惯性约束聚变两条技术路线展开。”李正宏介绍，60多年来，中国可控核聚变从无到有，从弱到强，取得跨越式发展，部分方向已经实现国际引领。可控核聚变或是人类终极能源目前为止，最主要的几种可控核聚变方式有磁约束核聚变、激光约束核聚变、Z箍缩驱动的惯性约束聚变。磁约束核聚变中，科研人员首先利用加热系统将聚变燃料加热至高温等离子体状态，然后利用磁场约束等离子中的带电粒子，主要包括氘原子核、氚原子核和电子，带电粒子会沿着磁场线螺旋运动，从而避免直接与外部的容器壁接触，被磁场约束的等离子体将继续升温至超过1亿摄氏度，直到引发核聚变反应。激光约束核聚变是前面所提到的惯性约束聚变的一种，指利用激光的冲击波使包含氘和氚的燃料球在瞬间达到极高的温度和压力，引发核聚变反应。与持续稳定运行的磁约束聚变的区别在于激光约束聚变以脉冲的形式运行。Z箍缩驱动的惯性约束聚变与激光约束聚变在聚变过程上有相似之处，不同之处在于，Z箍缩是利用沿轴向(也就是Z轴方向)的强大电流产生的自箍缩效应，对氘氚燃料球加热、加压，Z箍缩驱动的惯性约束聚变同样以脉冲的形式运行。大多数人都知道，常见的核聚变反应的原料是氢的同位素。“目前，氘和氚是核聚变的最佳燃料，其发生核聚变所需的温度、压力条件最容易满足，其中氘是氢的稳定同位素，可以直接从海水中获得。”李正宏说。那么，为什么海水中能轻易获得核反应原料氘，但是氚的获取难度却相当高？李正宏进一步解释道，氘是氢的稳定同位素，包含1个质子和一个中子，在海水中所有氢中的占比约为七千分之一，其分离较为容易；而氚是氢的不稳定同位素，包含1个质子和2个中子，会自发衰变，每过12.43年就要减少一半，所以地球诞生之初所存在的氚早已衰变得无影无踪。实际上，自然界中残存的氚是宇宙射线的产物，全部含量只有几千克，可以忽略不计，聚变发电所需的氚只能通过核反应人工合成，最简单的方式是利用锂与中子反应生成氚，氘吸收中子也能生成氚。“在现有的科学框架内，可控核聚变可以说是人类的终极能源，取之不尽、用之不竭，同时具有清洁、安全、环保的优点，对人类社会的影响不亚于又一场工业革命。”李正宏表示。,科技,是杀伤利器也是发电能手 核能的“两副面孔”如何炼成
郑州3月17日电 (李贵刚 高雨琪)郑州大学17日消息称，该校科研团队成功研制出“铝电解槽能量流优化与智能调控系统”，并已首投工业运行。回收电解槽的损耗热能，让它们继续投入供热系统中发挥“余热”，这是郑州大学材料科学与工程学院教授梁学民及其团队的重大突破，更是未来我国铝电解工业中一条新的节能途径。近日，由郑州大学、郑州轻冶科技股份有限公司、河南中孚实业股份有限公司等单位联合承担的郑州市协同创新重大专项“铝电解槽能量流优化与智能调控技术开发”，已完成基础试验研究与工业系统开发集成。首套系统在中孚铝业正式投入工业运行，约占电解槽总耗能10%的回收热能顺利送往巩义市城市供热系统首站。这标志着电解铝工业首次将电解槽槽体散失的热能，完成高效聚集并应用于城市居民供暖，与城市热网实现了能源互联。电解铝是高耗能产业，生产1吨电解铝约需消耗电能13000～14000kWh，但电解铝的实际能量利用率仍不足50%。梁学民及其团队从2008年开始，广泛开展国际合作，相继突破槽体散热高效聚集等技术难题，经过近4年的试验开发，研制成功具有自主知识产权的工业电解槽集热装置和能量流智能调节装备。目前，“铝电解槽能量流优化与智能调控技术(HORR系统)”已全面进入工业化试运行阶段。据悉，今后，项目组将开展进一步研究，开发将电解铝“输出端节能”的应用领域扩大至与工业热网、火力发电系统、大工业制冷等大工业用户系统互联互通的新技术和成套工业系统，以期最终实现电解铝节能8%~10%的总目标。梁学民表示，该技术的成功开发与应用，将为我国铝电解工业开辟一条新的节能途径，为我国铝工业落实国家“碳达峰”和“碳中和”目标提供强有力的技术支撑。(完),科技,郑大科研团队研制出铝电解节能系统 首投工业运行
新华社太原3月17日电(记者 梁晓飞)近日，国网山西省电力公司首次组织辅助服务聚合商参与电力调峰市场，聚合用户最大响应负荷12兆瓦，响应电量约36兆瓦时，达到预期效果。这标志着山西在基于市场化手段开展负荷侧互动响应方面取得历史性突破。此前，通过“新能源+电动汽车”协同互动试点，山西在电力需求侧提供辅助服务方面取得一定经验。在此基础上，山西建立需求侧电力调峰交易市场，通过独立储能分时段充放电和引导用户调整用能习惯，为电网提供深度调峰服务，用以提升风电、光伏等新能源消纳空间，同时降低企业用能成本。目前，已有4家辅助服务聚合商在山西电力交易中心注册，聚合用户70余家。下一步，国网山西省电力公司将持续推进能源互联网建设，加快调控业务数字化转型，开发电网运行及电力市场增值服务，进一步拓展可控资源接入范围，提高电网弹性和新能源消纳能力。,科技,山西首次启动可控负荷参与电力调峰
北京3月17日电 (记者 张素)记者17日从中国化学与物理电源行业协会获悉，第十四届中国国际电池技术交流会/展览会(CIBF2021)开始布展，不少参展者都带来了创新成果。CIBF是中国化学与物理电源行业协会主办的电池行业国际例会，包括展览会、技术交流会、信息发布会和商贸洽谈会等系列活动。CIBF2021定于19日至21日在深圳举办，展览面积将达10万平方米，展位数量5000多个，参展商1300多家。主办方称，本届展览会将集中展示全球各种动力电池、储能电池、3C电池、相关电池材料、制造设备和仪器仪表、电池回收再利用技术、电池检测认证技术、动力及储能系统解决方案等。多位参展者都带来创新成果。久禾科技创始人李永刚告诉记者，这次除将展出为锂电池行业定制开发的正压式正压式多点激光扫描和负压式VOC泄漏检测设备外，他们还将推出最新的锂电池漏液检测方案成果：负压式单一物质泄漏检测机。李永刚介绍，久禾科技是一家将VOC气体检测技术引入锂电池漏液检测领域的智能设备开发商，长期致力于新能源及汽车行业转型升级的技术研发，他们掌握着PID传感器技术、质谱分析技术、机器视觉等核心技术，已有工业智能泄漏检测装备、工业视觉装备、精密测量分析、智能制造系统等多项创新成果。(完),科技,中国国际电池技术展览会布展 参展者将带来创新成果
呼和浩特3月16日电 题：如何实施绿色电力双循环？内蒙古启用清洁低碳转型“密码”在近日刚刚闭幕的全国两会上，“碳达峰、碳中和”目标的提出，释放了加速推进能源清洁低碳转型的强烈信号。内蒙古作为能源基地，如何实施绿色电力双循环？3月16日，在内蒙古自治区政府新闻办新闻发布会上，国网内蒙古东部电力有限公司总经理、党委副书记张成松给出的答案是：“启用清洁低碳转型。”内蒙古是全国规模最大的新能源、煤电基地，全国最大的电力保障基地。张成松说，构建内蒙古绿色电力双循环，就是要依托蒙东、蒙西两个地区的能源基地，利用内蒙古煤炭资源、风光等可再生资源，面向两个电力市场(跨区跨省、蒙东地区)，助力内蒙古自治区内外碳达峰、碳中和，推动内蒙古能源电力产业清洁低碳转型。实现产业清洁低碳转型，内蒙古需要过哪些坎？内蒙古要推动电网转型升级，加快建设能源互联网。张成松认为，内蒙古要依托丰富的清洁能源资源优势，加快传统电网向以电为中心的能源互联网平台转型，以大电网畅通能源合作大循环，早日建成“两纵八横”互联互通的平台型电网，利用三年时间集中解决供电“卡脖子”、低电压等问题。推动电源结构优化，促进能源供给清洁化。张成松表示，内蒙古要坚定实施能源电力清洁、低碳、绿色、高效转型，在能源电力供给侧发电侧全力推动“清洁化”。“到2025年，蒙东(内蒙古东部地区)地区新能源装机3750万千瓦、占比不低于53%，新能源发电量820亿千瓦时、占比不低于40%。特高压送端汇集的新能源装机1800万千瓦、占比不低于40%，新能源发电量430亿千瓦时、占比不低于30%。”张成松告诉记者。在张成松看来，大力实施电能替代，促进能源消费电气化亦是重要一环。张成松告诉记者，在能源电力需求侧、消费侧要全力推进用能电气化，以电代煤、以电代油、以电代气，大幅提升电能在终端能源消费中的比重和绿电在本地消纳的比重。到2025年，蒙东地区电能占终端能源消费比重不低于30%，新能源电量占蒙东供电营业区用电量的比重达50%以上。“内蒙古要立足国家重要能源和战略资源基地、千万千瓦新能源基地，发挥蒙电外送的价格优势和区位优势，扩大外送规模，巩固受端市场，为华北、华东、东北等负荷中心提供安全清洁可靠的电力供应。”张成松说道。“发展智慧能源系统，以数字化支撑能源转型升级。”张成松在接受记者采访时表示，内蒙古要加快基于枢纽业务的能源新产业平台建设，推动先进信息技术与传统业务深度融合，发展信息广泛感知、服务广泛覆盖、用户广泛参与的智慧能源新模式，到2025年数字化发展指数达到75%。(完),科技,如何实施绿色电力双循环？ 内蒙古启用清洁低碳转型“密码”
北京3月16日电 (记者 夏宾)北京金融控股集团有限公司(下称“北京金控集团”)与穆迪(中国)有限公司16日在京签署了战略合作备忘录，双方将围绕ESG风险画像体系构建、社会责任投资推进、绿色金融产品及服务创新等领域探讨合作机会，共同助力中国绿色低碳发展。当天，北京金控集团举办了“ESG绿色金融创新发展闭门研讨会”，国家有关部委、中央企业、金融机构、研究机构等相关单位专家出席，就“十四五”时期绿色金融发展相关内容进行深入研讨。北京金控集团党委书记、董事长范文仲表示，加快推动绿色低碳发展、2060年前实现碳中和等目标的提出，给中国绿色金融发展创造了巨大的历史机遇，金融支持绿色低碳发展有助于应对人类共同的挑战。他指出，北京金控集团作为国有企业，将积极承担社会责任，把绿色金融作为“十四五”时期的重要创新方向之一，探索构建首都ESG绿色金融评价体系，加强绿色项目投资，丰富绿色金融综合服务体系，进一步助力首都经济社会全面绿色转型升级。穆迪公司董事总经理施浩表示，相信双方的探索将有助于通过信息、分析和真知灼见进一步支持中国国内市场的发展及其在全球经济中的地位，这与穆迪近30年来在中国的努力方向保持一致。据悉，下一步，北京金控集团将与穆迪公司充分发挥各自优势，深入探讨绿色金融领域的合作机会，深度参与首都资源节约型、环境友好型社会建设工作，进一步助力首都经济社会高质量发展。(完),科技,北京金控“联手”穆迪 助力中国绿色低碳发展
西宁3月15日电 (孙睿)记者15日从西宁经济技术开发区南川工业园区管委会获悉，青海高景光伏科技产业园50GW直拉单晶硅棒项目在该园区正式开工。据介绍，青海高景光伏科技产业园50GW直拉单晶硅棒项目总投资180亿元，这也是青海省近年来工业单体投资最大，技术最先进的优质产业项目，项目全部达产后，在技术、品质、规模、成本等方面均属全球领先水平，与现有同行相比具备全方位实力跨入第一梯队，将有效带动光伏新能源全产业链，助力青海加快培育千亿级新能源产业集群，为光伏产业加快发展注入新动能。南川工业园区管委会负责人说，西宁经济技术开发区南川工业园区管委会将以青海省丰富的“绿电”以及南川工业园区建设电力局域网这一优势，做好强链、补链、延链的招商引资工作。同时，将以“2030年碳达峰，2060年碳中和”的目标承诺，以及到2030年风电和太阳能发电中装机容量将达到12亿千瓦以上的目标任务，继续提升青海在全国新能源产业布局中的战略地位，为青海实体经济做大做优做强注入新的活力。南川工业园区管委会负责人表示，园区将着力打造青海省两个千万千瓦级可再生新能源发展基地，推动高质量发展，持续增强园区服务意识。(完),科技,青海高景光伏科技产业园50GW直拉单晶硅棒项目开工
央视网消息：中国石化昨天(14日)发布消息，中国石化西北油田重点探井顺北42X井日前获千吨工业油气流。位于新疆塔里木盆地的顺北42X井，是西北油田探索顺北油气区的一口重点探井，完成钻井深度达7996米。通过酸压改造后，测试获高产工业油气流，日产天然气和原油分别是82.2万立方米、300吨，约相当于1122吨油。中国石化西北油田总地质师 云露：顺北42X井获得高产工业油气流，进一步证实顺北地区断裂带具有“控储控藏控富”的特征，进一步明晰了顺北油气田东部为天然气、西部为原油的资源格局，展现了顺北地区良好的勘探前景。中国石化西北油田在新疆塔里木盆地累计探明石油地质储量15亿吨、天然气地质储量740亿立方米，油气当量累产超1.4亿吨，是全国陆上十大油田之一。2020年，生产原油670万吨、天然气19.1亿立方米。,科技,中国石化西北油田首获日产千吨油气井
包头3月13日电 题：侨界巾帼栗世芳：深耕十余载为清洁能源行业痛点开出“中国药方”“用不起。这是之前新能源行业发展中的痛点。”“相较于传统能源而言，我们可以通过技术将用能成本降低75%以上；与现存诸多新能源项目相比，我们的优势也是成本，能做到能源按需生产、就地应用、零浪费。”“多能互补、智慧能源。解决方案中涉及的很多技术都是现成的，但是能将技术跨界整合到中国复杂应用场景中的团队却屈指可数。国内像我们这样已经形成全产业闭环的企业少之又少。”清洁能源应用等话题在常人看来颇为高深，但却是栗世芳的兴奋点。自2010年起创业的栗世芳突然话锋一转：“其实也易懂。今年的全国两会上代表、委员一直在讨论这些内容。”2010年的中国，清洁能源的就地消纳由于储能技术瓶颈，实现综合利用是一个行业梦想。供暖系统主要也是以燃烧煤炭、天然气等化石能源为主，每到冬季采暖开始，大气污染严重，直接导致严重的生态环境问题。同年10月，栗世芳归国创业。“找不到具有专业技术的合作伙伴并且无人来承接技术；随后又发现国内的生产设备无法满足生产要求，同时技术效果没有第三方权威评估机构！”栗世芳回忆说，当时她只能依托北京的专业人才、市场、环境，在北京组建了一个清洁能源综合利用的创业联合体。接着又和团队开始研发生产设备，搞出具有完全自主知识产权的国内第一条“真空绝热储能板”自动化生产线。2010年至今，栗世芳在全国主持实施了15个国家级、自治区级重大科技课题及产业化应用项目，发明了行业内储能、能源物联网、移动新能源的多项专利专有技术，填补了国内多项空白。如今，她和团队已将“多能互补清洁能源综合利用”科研成果，写在中国7省市、超30个旗县的矿区、医院、学校、工厂、政府公共建筑、节能建筑和新农村家庭中。图为栗世芳团队开发的app界面。内蒙古党委统战部综合保障中心供图多能互补清洁能源综合利用能为社会带来什么？对于中国北方的农村而言，带来的是清洁的生活环境和比煤炭便宜的冬季供暖成本。栗世芳告诉记者，她最早去北方农村时，农民每个冬天都要花费至少千余元来取暖，每天都要精打细算供暖用了几颗清洁小煤球。“应用清洁能源供暖后，每年的供暖费用仅数百元，手也不再被煤球染成黑乎乎的。”栗世芳笑言，这就是最大的社会效益。“看着农民的手，看着他们的脸，如果你在现场，是一定会掉泪的。”对于正在面临环保压力的高耗能、重污染的工业企业而言，则是重新进入市场的机会。“工业企业因为环保压力，面临着关停并转的生存危机。”栗世芳告诉记者，便宜、清洁的能源供应对于不少工业企业很是重要。工艺改进了，以前那种北方工厂所常见的大烟囱就可以拆掉了。“这对企业、对生态的改善都是有目共睹的。”2020年疫情期间，线下交流受限也成为倒逼栗世芳团队创新的动力之一。“5G、物联网是大势所趋，目前利用大数据技术及物联网传感技术，可实现远程监控、全自动运营管理、实时报警、数据分析、能耗监测、环境监测等功能。”栗世芳告诉记者，如今，越来越多的项目咨询、施工、运营环节都转到了线上。疫情期间，在国家能源集团神东煤矿400吨煤炭锅炉节能改造中，得到大规模应用，成为行业标杆。2021年全国两会政府工作报告中，“继续加大生态环境治理力度”“扎实做好碳达峰、碳中和各项工作”被列入年度发展主要预期目标。同时还提出：北方地区清洁取暖率达到70%；促进新型节能环保技术、装备和产品研发应用，培育壮大节能环保产业。“这与我目前所做的事情可谓息息相关。”栗世芳说，目前她已接受邀请，正在联合国内几大能源企业起草国家能源局《关于2020年能源领域行业标准制修订计划》中《太阳能短期蓄热和空气源热泵联合采暖系统技术规范》的行业标准。在新能源领域深耕多年的栗世芳说，让清洁能源用得起，不浪费，是自己一直追求的事，而如何破解清洁能源痛点则是自己的使命。(完),科技,通讯：侨界巾帼栗世芳：深耕十余载 为清洁能源行业痛点开出“中国药方”
央视网消息：国家重大工程乌东德水电站12号机组核心部件今天(13日)成功完成吊装，这标志着乌东德水电站最后一台机组安装进入总装阶段，向全部机组投产发电目标迈进。乌东德水电站位于四川省会东县和云南省禄劝县交界的金沙江干流河道上，以发电为主，兼顾防洪、航运等任务。电站共安装了12台单机容量85万千瓦水轮发电机组，是目前世界上已投产最大的水轮发电机组。乌东德水电站的巨型机组采用了多项新技术、新材料、新设备，机组尺寸大、结构复杂，电站的建设既推动了高强钢板材料、高压电气设备的国产化，也推进了工程施工工艺、工法的革新。截至目前，乌东德水电站已投产8台机组运行状态良好，运行指标全面优于行业标准。首批机组于去年6月投产发电，全部机组计划于今年7月1日前投产发电。,科技,乌东德水电站向全面投产发电目标迈进 是目前世界上已投产最大水轮发电机组
乌鲁木齐3月12日电 (记者 闫文陆)国网新疆电力有限公司11日发布《服务新疆社会稳定和长治久安履责实践书(2020)》(以下简称《履责实践书》)。《履责实践书》显示，该公司2020年完成电网基建投资162亿元，疆电外送能力超过2000万千瓦，年度外送电量首次突破1000亿千瓦时。国网新疆电力有限公司党委委员、纪委书记党晓峰说，2020年公司统筹推进新疆各级电网建设，主动回应社会关切，持续提高供电优质服务水平，积极服务自治区社会稳定和长治久安总目标，千方百计满足人民群众美好生活的用电需求。据介绍，2020年，国网新疆电力持续优化电力营商环境，做好电力先行官、架起党群连心桥，助力全面脱贫攻坚。全年完成电网基建投资162亿元，实现750千伏电网新疆地州全覆盖；疆电外送能力超过2000万千瓦，年度外送电量首次突破1000亿千瓦时；促进新能源消纳，新能源发电量585亿千瓦时，利用率达到91.1%；全力做好供电服务，有力保障2241处医疗隔离重要场所供电万无一失；降低企业用电成本9.29亿元，环节企业负担、助力复工复产；完成3030万元消费扶贫和837个就业岗位扶贫，推动贫困村全部实现脱贫摘帽。当日发布的《履责实践书》，介绍了公司履行社会责任的典型做法和成效。其中的“责任意愿、责任管理、责任行动”部分介绍了公司履行企业社会责任的顶层设计。“全民抗疫、扶贫攻坚”两个责任专题介绍了可靠供电保障战“疫”一线、服务新疆打赢脱贫攻坚战所做的相关工作。“坚强、可靠、绿色、共享”四个章节，介绍了公司履行科学发展、安全供电、优质服务等12项社会责任核心议题的成效。国网新疆有限公司新闻发言人刘文龙在介绍《履责实践书》时称，公司大力推进“电气化新疆”战略实施，开展居民、工农业、商业、建筑、交通等领域电能替代项目1.72万个；积极引导绿色出行，加快“车联网”省级平台建设，建成或接入充电桩2405个；因地制宜推广蓄热式电锅炉等电采暖技术，积极实施南疆“煤改电”，累计实现电采暖用户60万户；推动364所学校开展“清洁取暖进校园”绿色用能改造，实现“天山天池”等景区用能全电化。(完),科技,国网新疆电力发布履责实践书 2020年完成电网基建投资逾160亿元
乌鲁木齐3月9日电 (胡培根 冉秀敏)9日从国网新疆电力有限公司获悉，今年新疆电网投资63.11亿元进行农网改造升级，其中中央预算内投资10亿元，补强农村用电设施短板，全力服务新型城镇化和乡村振兴。据国网新疆电力有限公司发展策划部经济师孟宪珍介绍，今年农网改造升级实施3167个110千伏及以下项目，重点补齐“三农”领域突出短板，提升乡村电气化水平，满足新增负荷供电需求，深化配电网供电可靠性提升和不停电作业，助力农业农村现代化。农网改造升级带动了相关产业发展，促进了经济平稳增长。据测算，农网投资中约60%用于购买农网建设的设备、材料，包括变压器、开关柜、铁塔、电线电缆等，拉动上游材料和设备制造相关产业发展；约30%的投资用于土建施工，一定程度上带动了就业，也促进了经济的增长。“十三五”期间，新疆电网累计投资312亿元进行农网改造升级，其中中央投资120.74亿元，完成了748个小城镇(中心村)电网改造升级和992个自然村通动力电，高标准完成新一轮农网改造升级工程。经过农网改造升级，新疆农网线路长度超10万千米，农村户均配变容量2.2千伏安，超过全国平均水平。农村供电可靠性、综合电压合格率均得到提升，户均停电时间减少24小时，农村居民实现从“用上电”向“用好电”转变。据新疆电网供电区域内统计数据显示，2020年新疆农村居民生活用电量达到53.54亿千瓦时，比2015年增长了118%，年均增长率17%，与同期全社会用电量增长率相比，高出6.5个百分点。从新疆“农林牧渔”四大行业用电来看，2020年末电力用户19.2万户，比2015年末增加近7万户；年用电量132.8亿千瓦时，比2015年增长了14.46%，供电能力的提升为农业农村现代化打下了坚实基础。,科技,今年新疆电网投资63.11亿元补强农村用电设施短板
西宁3月4日电 (孙睿 李瑾)记者4日从青海省海西州委宣传部获悉，地处柴达木盆地的青海省海西州主电网环网全面形成，标志着柴达木盆地清洁能源输出得到强力支撑。素有中国“聚宝盆”美誉的柴达木盆地地处青海省海西州，面积约26.5万平方公里。海西州太阳能、风能资源丰富，属于全国太阳能资源A类地区、风资源四类地区，现已成为国内光伏光热项目建设的“高地”，并已实现由“1.5兆瓦级高原实验性机型”到“2.5兆瓦级大型风机规模运行”的历史性转变。风光资源的协同利用，使海西成为青海省建设全国清洁能源示范省的主战场和主力军。据介绍，随着青海省格尔木至新疆库尔勒电气化铁路(青海境内)供电工程投入运行，青海西部主电网东西两个部分也同时顺利实现合围，全长1739公里的环网线路全面形成。担负格库电气化铁路(青海境内)供电工程建设的海西供电公司在铁路电气化建设过程中，也把青海省海西州西部的电网构架纳入其中，在满足格库电气化铁路可靠用电的同时，海西州境内东西两条环网线路也实现了联网。海西州是青海循环经济发展先行区的“主战场”，该条电力环网的形成对促进地方国民经济发展和社会进步起到重要作用。随着柴达木盆地千万千瓦级新能源产业群落的建成，该条环线的电力可以西供新疆、北连甘肃，南接西藏，为柴达木盆地清洁能源输出提供可靠支撑。据悉，全长1739公里的青海西部主电网环网由两个部分组成，线路途经格尔木、茫崖、冷湖、大柴旦、德令哈、乌兰、都兰。(完),科技,柴达木盆地主电网环网全面形成
